1
2
1000
0 0
234 33 88 89 0 0 0 0 0 0 0 0 0 0 0 0 
0
12 3
8.000000000000007 8.000000000000007
108 1 3 100 100 127 0
108 1 4 100 100 127 0
108 1 5 100 100 127 0
108 1 6 100 100 127 0
108 1 8 100 100 127 0
108 1 9 100 100 127 0
108 1 10 100 100 127 0
108 1 15 100 100 127 0
108 1 16 100 100 127 0
108 1 17 100 100 127 0
108 1 18 100 100 127 0
108 1 19 100 100 127 0
108 1 20 100 100 127 0
108 1 21 100 100 127 0
108 1 23 100 100 127 0
108 1 26 100 100 127 0
108 1 27 100 100 127 0
108 1 29 100 100 127 0
108 1 30 100 100 127 0
108 1 31 100 100 127 0
108 1 32 100 100 127 0
108 1 34 100 100 127 0
108 1 35 100 100 127 0
108 1 36 100 100 127 0
108 1 37 100 100 127 0
108 1 39 100 100 127 0
108 1 40 100 100 127 0
108 1 41 100 100 127 0
108 1 42 100 100 127 0
108 1 44 100 100 127 0
108 1 45 100 100 127 0
108 1 46 100 100 127 0
108 1 48 100 100 127 0
108 1 50 100 100 127 0
108 1 51 100 100 127 0
108 1 52 100 100 127 0
108 1 53 100 100 127 0
108 1 54 100 100 127 0
108 1 56 100 100 127 0
108 1 57 100 100 127 0
108 1 58 100 100 127 0
108 1 60 100 100 127 0
108 1 61 100 100 127 0
108 1 62 100 100 127 0
108 1 63 100 100 127 0
108 1 64 100 100 127 0
108 1 68 100 100 127 0
108 1 69 100 100 127 0
108 1 70 100 100 127 0
108 1 71 100 100 127 0
108 1 72 100 100 127 0
108 1 73 100 100 127 0
108 1 75 100 100 127 0
108 1 76 100 100 127 0
108 1 77 100 100 127 0
108 1 80 100 100 127 0
108 1 81 100 100 127 0
108 1 83 100 100 127 0
108 1 84 100 100 127 0
108 1 85 100 100 127 0
108 1 86 100 100 127 0
108 1 87 100 100 127 0
108 1 90 100 100 127 0
108 1 91 100 100 127 0
108 1 92 100 100 127 0
108 1 93 100 100 127 0
108 1 94 100 100 127 0
108 1 96 100 100 127 0
108 1 97 100 100 127 0
108 1 99 100 100 127 0
108 1 101 100 100 127 0
108 1 102 100 100 127 0
108 1 103 100 100 127 0
108 1 105 100 100 127 0
108 1 106 100 100 127 0
108 1 107 100 100 127 0
108 1 110 100 100 127 0
108 1 111 100 100 127 0
108 1 112 100 100 127 0
108 1 113 100 100 127 0
108 1 115 100 100 127 0
108 1 117 100 100 127 0
108 1 118 100 100 127 0
108 1 119 100 100 127 0
108 1 120 100 100 127 0
