1
2
96
10 0
56
1
24 0
11.600000000000005 11.600000000000005
82 11 0 12 0
80 1 12 12 0
80 1 16 12 0
80 1 20 12 0
78 1 14 12 0
78 1 18 12 0
78 1 22 12 0
77 2 24 12 0
77 5 45 12 0
76 2 42 12 0
75 2 27 12 0
75 2 39 12 0
74 2 30 12 0
74 2 51 12 0
73 5 33 12 0
71 2 30 14 0
70 2 24 14 0
70 5 33 14 0
70 2 39 14 0
70 2 42 14 0
70 5 45 14 0
70 2 54 12 0
70 12 72 12 0
69 1 14 14 0
69 1 18 14 0
69 1 22 14 0
69 2 27 14 0
68 11 0 14 0
68 2 51 14 0
68 5 57 12 0
67 5 33 14 0
67 2 39 14 0
67 2 42 14 0
66 1 12 14 0
66 1 16 14 0
66 1 20 14 0
66 2 63 12 0
65 2 27 14 0
65 2 30 14 0
65 5 45 14 0
65 2 51 14 0
65 2 54 14 0
65 5 66 12 0
64 2 42 14 0
63 1 12 14 0
63 1 14 14 0
63 1 16 14 0
63 1 18 14 0
63 1 20 14 0
63 1 22 14 0
63 5 33 14 0
63 2 39 14 0
63 5 57 14 0
63 2 63 14 0
63 5 66 14 0
62 11 0 14 0
62 2 24 14 0
62 2 30 14 0
62 5 45 14 0
62 2 54 14 0
62 12 72 14 4
60 2 27 14 0
60 5 57 14 0
60 2 63 14 0
58 11 0 14 0
58 1 12 14 0
58 1 14 14 0
58 1 16 14 0
58 1 18 14 0
58 1 20 14 0
58 1 22 14 0
58 2 24 14 0
58 2 51 14 0
58 2 54 14 0
58 12 72 4 4
57 5 57 14 0
57 2 63 14 0
57 5 66 14 0
56 12 72 4 4
53 5 66 14 0
53 12 72 4 4
