1
4
132
0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0
16 4
6.800000000000007 6.800000000000007
71 1 11 0 0 127 0
71 1 43 14 0 127 0
71 1 75 4 4 127 0
71 1 79 4 4 127 0
71 1 80 4 4 127 0
70 1 4 0 0 127 0
70 1 8 0 0 127 0
70 1 33 14 0 127 0
70 1 35 14 0 127 0
70 1 41 14 0 127 0
70 1 45 14 0 127 0
70 1 68 4 4 127 0
70 1 71 4 4 127 0
70 1 72 4 4 127 0
70 1 81 4 4 127 0
70 1 99 0 0 127 0
68 1 9 0 0 127 0
68 1 21 0 0 127 0
68 1 47 14 0 127 0
68 1 73 4 4 127 0
68 1 82 0 0 127 0
68 1 101 0 0 127 0
67 1 2 0 0 127 0
67 1 10 0 0 127 0
67 1 13 0 0 127 0
67 1 20 0 0 127 0
67 1 22 0 0 127 0
67 1 49 14 0 127 0
67 1 59 0 0 127 0
67 1 66 4 4 127 0
67 1 74 4 4 127 0
67 1 83 0 0 127 0
67 1 91 0 0 127 0
67 1 103 0 0 127 0
65 1 1 0 0 127 0
65 1 15 0 0 127 0
65 1 19 0 0 127 0
65 1 23 0 0 127 0
65 1 24 0 0 127 0
65 1 50 14 0 127 0
65 1 55 14 0 127 0
65 1 58 0 0 127 0
65 1 65 4 4 127 0
65 1 89 0 0 127 0
65 1 107 0 0 127 0
63 1 0 0 0 127 0
63 1 3 0 0 127 0
63 1 18 0 0 127 0
63 1 25 0 0 127 0
63 1 27 0 0 127 0
63 1 32 0 0 127 0
63 1 40 14 0 127 0
63 1 51 14 0 127 0
63 1 54 14 0 127 0
63 1 57 14 0 127 0
63 1 61 0 0 127 0
63 1 64 4 4 127 0
63 1 67 4 4 127 0
63 1 114 0 0 127 0
63 9 115 0 0 127 0
62 1 26 0 0 127 0
62 1 31 0 0 127 0
62 1 39 14 0 127 0
62 1 53 14 0 127 0
62 1 85 0 0 127 0
60 1 98 0 0 127 0
58 1 87 0 0 127 0
58 1 105 0 0 127 0
