1
3
999
0 0
35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0
16 0
8.000000000000007 8.000000000000007
108 1 0 3 3 127 0
108 1 63 4 4 127 0
108 1 88 3 3 127 0
108 1 151 4 4 127 0
108 1 176 3 3 127 0
108 1 239 4 4 127 0
108 1 264 3 3 127 0
108 1 327 4 4 127 0
108 1 352 3 3 127 0
108 1 415 4 4 127 0
108 1 440 3 3 127 0
108 1 503 4 4 127 0
108 1 528 3 3 127 0
108 1 591 4 4 127 0
108 1 616 3 3 127 0
108 1 679 4 4 127 0
108 1 704 3 3 127 0
108 1 767 4 4 127 0
108 1 792 3 3 127 0
108 1 855 4 4 127 0
108 1 880 3 3 127 0
108 1 943 4 4 127 0
108 1 968 3 3 127 0
107 1 25 3 3 127 0
107 1 38 4 4 127 0
107 1 113 3 3 127 0
107 1 126 4 4 127 0
107 1 201 3 3 127 0
107 1 214 4 4 127 0
107 1 289 3 3 127 0
107 1 302 4 4 127 0
107 1 377 3 3 127 0
107 1 390 4 4 127 0
107 1 465 3 3 127 0
107 1 478 4 4 127 0
107 1 553 3 3 127 0
107 1 566 4 4 127 0
107 1 641 3 3 127 0
107 1 654 4 4 127 0
107 1 729 3 3 127 0
107 1 742 4 4 127 0
107 1 817 3 3 127 0
107 1 830 4 4 127 0
107 1 905 3 3 127 0
107 1 918 4 4 127 0
107 1 993 3 3 127 0
106 1 13 4 4 127 0
106 1 50 3 3 127 0
106 1 101 4 4 127 0
106 1 138 3 3 127 0
106 1 189 4 4 127 0
106 1 226 3 3 127 0
106 1 277 4 4 127 0
106 1 314 3 3 127 0
106 1 365 4 4 127 0
106 1 402 3 3 127 0
106 1 453 4 4 127 0
106 1 490 3 3 127 0
106 1 541 4 4 127 0
106 1 578 3 3 127 0
106 1 629 4 4 127 0
106 1 666 3 3 127 0
106 1 717 4 4 127 0
106 1 754 3 3 127 0
106 1 805 4 4 127 0
106 1 842 3 3 127 0
106 1 893 4 4 127 0
106 1 930 3 3 127 0
106 1 981 4 4 127 0
105 1 75 3 3 127 0
105 1 76 4 4 127 0
105 1 163 3 3 127 0
105 1 164 4 4 127 0
105 1 251 3 3 127 0
105 1 252 4 4 127 0
105 1 339 3 3 127 0
105 1 340 4 4 127 0
105 1 427 3 3 127 0
105 1 428 4 4 127 0
105 1 515 3 3 127 0
105 1 516 4 4 127 0
105 1 603 3 3 127 0
105 1 604 4 4 127 0
105 1 691 3 3 127 0
105 1 692 4 4 127 0
105 1 779 3 3 127 0
105 1 780 4 4 127 0
105 1 867 3 3 127 0
105 1 868 4 4 127 0
105 1 955 3 3 127 0
105 1 956 4 4 127 0
104 1 12 3 3 127 0
104 1 51 4 4 127 0
104 1 100 3 3 127 0
104 1 139 4 4 127 0
104 1 188 3 3 127 0
104 1 227 4 4 127 0
104 1 276 3 3 127 0
104 1 315 4 4 127 0
104 1 364 3 3 127 0
104 1 403 4 4 127 0
104 1 452 3 3 127 0
104 1 491 4 4 127 0
104 1 540 3 3 127 0
104 1 579 4 4 127 0
104 1 628 3 3 127 0
104 1 667 4 4 127 0
104 1 716 3 3 127 0
104 1 755 4 4 127 0
104 1 804 3 3 127 0
104 1 843 4 4 127 0
104 1 892 3 3 127 0
104 1 931 4 4 127 0
104 1 980 3 3 127 0
103 1 26 4 4 127 0
103 1 37 3 3 127 0
103 1 114 4 4 127 0
103 1 125 3 3 127 0
103 1 202 4 4 127 0
103 1 213 3 3 127 0
103 1 290 4 4 127 0
103 1 301 3 3 127 0
103 1 378 4 4 127 0
103 1 389 3 3 127 0
103 1 466 4 4 127 0
103 1 477 3 3 127 0
103 1 554 4 4 127 0
103 1 565 3 3 127 0
103 1 642 4 4 127 0
103 1 653 3 3 127 0
103 1 730 4 4 127 0
103 1 741 3 3 127 0
103 1 818 4 4 127 0
103 1 829 3 3 127 0
103 1 906 4 4 127 0
103 1 917 3 3 127 0
