1
2
96
6 0
0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 
0
12 0
10.400000000000006 10.400000000000006
97 1 47 0 0 106 0
94 1 1 0 0 122 0
94 1 49 0 0 122 0
94 1 85 0 0 86 0
94 1 87 0 0 90 0
94 1 89 0 0 94 0
94 1 91 0 0 98 0
94 1 93 0 0 102 0
94 1 95 0 0 106 0
92 1 41 0 0 94 0
92 1 43 0 0 98 0
92 1 45 0 0 102 0
92 1 83 0 0 82 0
90 1 0 0 0 127 0
90 1 3 0 0 112 0
90 1 5 0 0 102 0
90 1 7 0 0 92 0
90 1 48 0 0 127 0
90 1 51 0 0 112 0
90 1 53 0 0 102 0
90 1 55 0 0 92 0
87 1 4 0 0 107 0
87 1 35 0 0 82 0
87 1 37 0 0 86 0
87 1 39 0 0 90 0
87 1 52 0 0 107 0
87 1 81 0 0 78 0
85 1 2 0 0 117 0
85 1 6 0 0 97 0
85 1 9 0 0 82 0
85 1 44 0 0 100 0
85 1 46 0 0 104 0
85 1 50 0 0 117 0
85 1 54 0 0 97 0
85 1 57 0 0 82 0
82 1 8 0 0 87 0
82 1 11 0 0 72 0
82 1 13 0 0 50 0
82 1 56 0 0 87 0
82 1 59 0 0 72 0
82 1 61 0 0 50 0
82 1 84 0 0 84 0
82 1 86 0 0 88 0
82 1 88 0 0 92 0
82 1 90 0 0 96 0
82 1 92 0 0 100 0
82 1 94 0 0 104 0
80 1 29 0 0 70 0
80 1 31 0 0 74 0
80 1 33 0 0 78 0
80 1 38 0 0 88 0
80 1 40 0 0 92 0
80 1 42 0 0 96 0
80 1 77 0 0 70 0
80 1 79 0 0 74 0
80 1 82 0 0 80 0
78 1 10 0 0 77 0
78 1 12 0 0 50 0
78 1 15 0 0 50 0
78 1 17 0 0 50 0
78 1 19 0 0 50 0
78 1 58 0 0 77 0
78 1 60 0 0 50 0
78 1 63 0 0 50 0
78 1 65 0 0 50 0
78 1 67 0 0 50 0
75 1 16 0 0 50 0
75 1 32 0 0 76 0
75 1 34 0 0 80 0
75 1 36 0 0 84 0
75 1 64 0 0 50 0
75 1 73 0 0 62 0
75 1 75 0 0 66 0
75 1 80 0 0 76 0
73 1 14 0 0 50 0
73 1 18 0 0 50 0
73 1 21 0 0 50 0
73 1 25 0 0 62 0
73 1 27 0 0 66 0
73 1 62 0 0 50 0
73 1 66 0 0 50 0
73 1 69 0 0 50 0
70 1 20 0 0 50 0
70 1 23 0 0 50 0
70 1 68 0 0 50 0
70 1 71 0 0 50 0
68 1 26 0 0 64 0
68 1 28 0 0 68 0
68 1 30 0 0 72 0
68 1 74 0 0 64 0
68 1 76 0 0 68 0
68 1 78 0 0 72 0
66 1 22 0 0 50 0
66 1 70 0 0 50 0
65 3 27 0 0 66 1
63 1 3 4 4 112 0
63 1 15 4 4 50 0
63 7 30 4 4 72 0
63 3 39 4 4 90 0
63 1 51 4 4 112 0
63 1 63 4 4 50 0
63 1 72 0 0 60 0
63 9 75 15 4 66 0
62 12 84 15 4 84 0
61 1 0 4 4 127 0
61 1 6 4 4 97 0
61 1 18 4 4 50 0
61 1 24 0 0 60 0
61 3 27 4 4 66 0
61 6 42 4 4 96 0
61 1 48 4 4 127 0
61 1 54 4 4 97 0
61 1 66 4 4 50 0
59 1 3 4 4 112 0
59 1 15 4 4 50 0
59 7 30 4 4 72 0
59 3 39 4 4 90 0
59 6 42 4 4 96 0
59 1 51 4 4 112 0
59 1 63 4 4 50 0
58 1 0 4 4 127 0
58 1 6 4 4 97 0
58 1 18 4 4 50 0
58 1 48 4 4 127 0
58 1 54 4 4 97 0
58 1 66 4 4 50 0
56 3 27 4 4 66 0
56 7 30 4 4 72 0
56 3 39 4 4 90 0
56 6 42 4 4 96 0
56 9 75 15 4 66 0
54 1 0 4 4 127 0
54 1 3 4 4 112 0
54 1 6 4 4 97 0
54 1 15 4 4 50 0
54 1 18 4 4 50 0
54 1 48 4 4 127 0
54 1 51 4 4 112 0
54 1 54 4 4 97 0
54 1 63 4 4 50 0
54 1 66 4 4 50 0
53 12 84 15 4 84 0
49 12 36 4 4 84 0
47 8 72 15 4 60 0
47 2 81 15 4 78 0
46 13 83 15 4 82 0
44 4 33 4 4 78 0
42 4 12 4 4 50 0
42 4 60 4 4 50 0
37 7 24 4 4 60 0
