1
3
136
1 0
19
1
8 0
29.599999999999994 29.599999999999994
82 7 120 12 0
80 7 56 12 0
80 3 64 12 0
80 3 68 12 0
80 1 127 12 0
80 8 128 12 0
78 2 30 12 0
78 2 54 12 0
78 5 112 12 0
77 2 6 12 0
77 2 28 12 0
77 2 32 12 0
77 3 36 12 0
77 2 52 12 0
77 1 71 12 0
77 3 72 12 0
77 5 76 12 0
77 1 82 12 0
77 3 84 12 0
75 2 4 12 0
75 2 8 12 0
75 3 12 12 0
75 2 26 12 0
75 2 34 12 0
75 1 48 12 0
75 2 50 12 0
75 3 100 12 0
73 2 2 12 0
73 2 10 12 0
73 1 39 12 0
73 4 44 12 0
73 1 87 12 0
73 5 104 12 0
73 1 111 12 0
73 2 118 12 0
72 1 15 12 0
72 4 40 12 0
72 1 103 12 0
70 8 16 12 0
70 1 110 12 0
68 5 88 12 0
68 2 94 12 0
68 2 98 12 0
67 2 96 12 0
58 2 6 0 0
58 8 16 0 0
58 2 26 0 0
58 2 28 0 0
58 2 30 0 0
58 2 32 0 0
57 3 12 0 0
57 1 15 0 0
56 2 2 0 0
56 2 4 0 0
56 2 8 0 0
56 2 10 0 0
56 2 34 0 0
56 4 40 0 0
56 1 48 8 8
55 3 36 0 0
55 1 39 0 0
55 4 44 8 8
54 8 16 0 0
54 2 26 0 0
54 2 30 0 0
54 1 48 8 8
54 2 50 8 8
54 3 100 0 0
54 1 103 0 0
54 5 104 0 0
53 2 2 0 0
53 2 10 0 0
53 3 12 0 0
53 1 15 0 0
53 2 28 0 0
53 2 32 0 0
53 2 52 8 8
53 5 88 0 0
53 2 94 0 0
52 1 87 0 0
51 2 4 0 0
51 2 8 0 0
51 2 26 0 0
51 2 30 0 0
51 2 34 0 0
51 1 39 0 0
51 4 40 0 0
51 4 44 8 8
51 2 54 8 8
51 7 56 8 8
51 1 82 0 0
51 3 84 0 0
51 2 96 0 0
51 2 98 0 0
51 1 127 0 0
50 2 28 0 0
50 1 71 0 0
50 3 72 0 0
50 5 76 0 0
49 2 2 0 0
49 2 6 0 0
49 2 10 0 0
49 3 12 0 0
49 1 15 0 0
49 8 16 0 0
49 2 32 0 0
49 3 36 0 0
49 3 64 8 8
49 5 88 0 0
49 2 94 0 0
49 1 110 0 0
49 1 111 0 0
49 7 120 0 0
49 8 128 0 0
48 2 4 0 0
48 2 8 0 0
48 2 34 0 0
48 1 48 8 8
48 2 50 8 8
48 2 52 8 8
48 2 54 8 8
48 3 68 8 8
48 2 96 0 0
48 2 98 0 0
48 3 100 0 0
48 1 127 0 0
46 2 6 0 0
46 3 36 0 0
46 1 39 0 0
46 4 44 8 8
46 3 72 0 0
46 5 76 0 0
46 1 82 0 0
46 3 84 0 0
46 1 87 0 0
46 5 104 0 0
46 5 112 0 0
46 2 118 0 0
44 4 40 0 0
44 2 50 0 0
44 2 52 0 0
44 7 56 0 0
44 3 64 0 0
44 3 68 0 0
44 1 71 0 0
44 5 88 0 0
44 2 94 0 0
44 2 96 0 0
44 2 98 0 0
44 3 100 0 0
44 1 103 0 0
43 3 84 0 0
43 1 87 0 0
42 2 54 0 0
42 3 72 0 0
42 5 76 0 0
42 1 82 0 0
42 5 104 0 0
42 1 110 0 0
42 1 111 0 0
42 5 112 0 0
42 2 118 0 0
42 7 120 0 0
42 1 127 0 0
41 7 56 0 0
41 3 64 0 0
41 3 68 0 0
41 1 71 0 0
41 8 128 0 0
37 8 128 0 0
