1
3
240
10 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1
12 0
6.800000000000007 6.800000000000007
84 3 126 12 0
83 1 107 12 0
83 3 123 12 0
83 3 129 12 0
82 3 174 12 0
82 3 228 12 0
81 5 96 12 0
81 3 108 12 0
81 3 120 12 0
81 1 132 12 0
81 1 134 12 0
81 1 155 12 0
81 3 171 12 0
80 3 177 12 0
80 1 180 12 0
80 3 222 12 0
79 1 11 12 0
79 1 22 12 7
79 1 59 12 0
79 1 70 12 0
79 8 135 12 0
79 4 144 12 0
79 1 156 12 0
79 3 168 12 0
79 1 181 12 0
79 1 203 12 0
79 1 214 12 0
79 3 219 12 0
78 4 102 12 0
78 6 114 12 0
78 3 225 12 0
77 6 12 12 0
77 1 21 12 7
77 3 24 12 7
77 7 60 12 0
77 1 69 12 0
77 3 72 12 0
77 1 148 12 0
77 4 150 12 0
77 8 159 12 0
77 5 183 12 0
77 1 189 12 0
77 6 204 12 0
77 1 213 12 0
77 3 216 12 0
75 1 20 12 7
75 1 23 12 7
75 3 27 12 7
75 1 68 12 0
75 1 71 12 0
75 3 75 12 0
75 1 149 12 0
75 1 158 12 0
75 1 182 12 0
75 1 212 12 0
75 1 215 12 0
74 1 5 12 0
74 3 30 12 7
74 1 33 12 7
74 1 35 12 0
74 1 53 12 0
74 3 78 12 0
74 1 81 12 0
74 1 83 12 0
74 1 106 12 0
74 1 133 12 0
74 1 197 12 0
72 3 6 12 0
72 11 36 12 0
72 3 54 12 0
72 11 84 12 0
72 1 154 12 0
72 1 188 12 0
72 3 198 12 0
70 1 4 12 0
70 1 34 12 0
70 1 52 12 0
70 1 82 12 0
70 1 196 12 0
70 1 231 12 0
70 1 232 12 0
70 1 233 12 0
70 6 234 12 0
69 1 101 12 0
69 3 111 12 0
68 1 10 12 0
68 1 19 12 0
68 1 58 12 0
68 1 67 12 0
68 1 202 12 0
68 1 211 12 0
67 1 33 3 3
67 1 81 0 0
65 3 0 12 0
65 3 30 3 3
65 11 36 3 3
65 3 48 12 0
65 3 78 0 0
65 11 84 0 0
65 3 192 12 0
64 1 82 0 0
64 3 222 0 0
63 3 27 3 3
63 1 34 3 3
63 3 75 0 0
63 1 180 6 6
63 1 189 6 6
63 3 219 0 0
63 3 225 0 0
62 3 0 0 0
62 1 4 0 0
62 3 24 0 0
