1
4
65
0 0
16
1
16 3
11.600000000000005 11.600000000000005
75 1 2 12 0
75 1 5 12 0
75 1 18 12 0
75 1 21 12 0
74 1 3 12 0
74 1 7 12 0
74 1 19 12 0
74 1 23 12 0
74 4 35 12 0
72 1 1 12 0
72 1 4 12 0
72 1 6 12 0
72 1 8 12 0
72 1 17 12 0
72 1 20 12 0
72 1 22 12 0
72 1 24 12 0
72 4 43 12 0
71 1 34 12 0
71 1 42 12 0
70 1 10 12 0
70 1 50 12 0
70 1 53 12 0
68 1 9 12 0
68 1 33 12 0
68 1 41 12 0
68 1 51 12 0
68 1 54 12 0
68 1 55 12 0
67 1 0 12 0
67 4 11 12 0
67 1 16 12 0
67 1 25 12 0
67 1 52 12 0
67 1 56 12 0
67 1 57 12 0
66 1 26 12 0
65 4 27 12 0
65 1 32 12 0
65 1 40 12 0
63 1 49 12 0
60 1 1 0 0
60 1 2 0 0
60 1 5 0 0
60 1 8 0 0
60 1 9 0 0
60 4 11 0 0
60 1 17 0 0
60 1 18 0 0
60 1 21 0 0
60 1 24 0 0
60 1 48 12 0
60 5 59 12 0
59 1 0 0 0
59 1 7 0 0
59 1 10 0 0
59 1 16 0 0
59 1 23 0 0
59 1 58 12 0
58 1 25 0 0
57 1 26 0 0
56 1 3 0 0
56 1 7 0 0
56 1 19 0 0
56 1 23 0 0
56 4 27 0 0
56 1 32 0 0
56 1 33 0 0
56 1 34 0 0
56 1 41 0 0
55 1 0 0 0
55 1 1 0 0
55 1 2 0 0
55 1 4 0 0
55 1 5 0 0
55 1 6 0 0
55 1 8 0 0
55 4 11 0 0
55 1 16 0 0
55 1 17 0 0
55 1 18 0 0
55 1 20 0 0
55 1 21 0 0
55 1 22 0 0
55 1 24 0 0
55 4 35 0 0
55 1 42 0 0
55 4 43 0 0
55 1 53 0 0
54 1 49 0 0
54 1 50 0 0
53 1 3 0 0
53 1 7 0 0
53 1 9 0 0
53 1 10 0 0
53 1 19 0 0
53 1 23 0 0
53 1 34 0 0
53 4 35 0 0
53 1 40 0 0
53 1 41 0 0
53 1 42 0 0
53 1 51 0 0
53 1 57 0 0
53 1 58 0 0
51 1 1 0 0
51 1 4 0 0
51 1 5 0 0
51 1 6 0 0
51 1 8 0 0
51 4 11 0 0
51 1 17 0 0
51 1 20 0 0
51 1 21 0 0
51 1 22 0 0
51 1 24 0 0
51 1 25 0 0
51 1 26 0 0
51 4 43 0 0
51 1 48 0 0
51 1 49 0 0
51 1 52 0 0
51 1 53 0 0
51 1 54 0 0
51 5 59 0 0
50 1 0 0 0
50 1 9 0 0
50 1 10 0 0
50 1 16 0 0
50 4 27 0 0
50 1 32 0 0
50 1 33 0 0
50 1 40 0 0
50 1 55 0 0
50 1 56 0 0
50 1 57 0 0
48 1 2 0 0
48 1 4 0 0
48 1 18 0 0
48 1 20 0 0
48 1 25 0 0
48 1 26 0 0
48 4 27 0 0
48 1 32 0 0
48 4 43 0 0
48 1 50 0 0
48 1 51 0 0
48 1 52 0 0
48 1 53 0 0
48 1 54 0 0
48 1 55 0 0
47 1 3 0 0
47 1 19 0 0
47 1 33 0 0
47 1 34 0 0
47 4 35 0 0
47 1 42 0 0
47 1 56 0 0
47 1 57 0 0
44 1 48 0 0
44 1 49 0 0
44 1 50 0 0
43 1 40 0 0
43 1 41 0 0
43 1 51 0 0
43 1 52 0 0
43 1 54 0 0
43 1 55 0 0
43 1 57 0 0
43 1 58 0 0
43 5 59 0 0
36 5 59 0 0
