1
4
96
0 0
3
1
16 0
11.600000000000005 11.600000000000005
84 1 64 12 0
83 1 67 12 0
83 1 68 12 0
81 1 16 12 0
81 1 69 12 0
81 1 72 12 0
81 1 85 12 0
79 1 18 12 0
79 2 28 12 0
79 1 48 12 0
79 1 60 12 0
79 1 70 12 0
79 1 75 12 0
79 1 76 12 0
79 1 84 12 0
78 1 56 12 0
78 1 59 12 0
77 1 8 12 0
77 1 20 12 0
77 1 40 12 0
77 1 50 12 0
77 1 77 12 0
77 1 83 12 0
77 1 86 12 0
76 1 4 12 0
76 1 10 12 0
76 1 22 12 0
76 1 26 12 0
76 1 34 12 0
76 1 42 12 0
76 1 52 12 0
76 1 55 12 0
76 1 78 12 0
76 1 82 12 0
76 1 90 12 0
74 1 3 12 0
74 1 6 12 0
74 1 12 12 0
74 1 24 12 0
74 1 32 12 0
74 1 36 12 0
74 1 44 12 0
74 1 80 12 0
74 1 87 12 0
74 1 91 12 0
72 1 0 12 0
72 1 14 12 0
72 1 27 12 0
72 1 88 12 0
72 3 92 12 0
71 1 13 12 0
71 1 37 12 0
71 1 45 12 0
69 1 4 0 0
69 1 6 0 0
69 1 14 0 0
68 1 13 0 0
67 1 0 0 0
67 1 3 0 0
67 1 4 0 0
67 1 8 0 0
67 1 10 0 0
67 1 38 12 0
67 1 46 12 0
67 1 64 14 0
67 1 67 14 0
67 1 68 14 0
65 1 3 0 0
65 1 6 0 0
65 1 8 0 0
65 1 12 0 0
65 1 13 0 0
65 1 46 14 0
64 1 0 0 0
64 1 10 0 0
64 1 14 0 0
64 1 42 14 0
64 1 45 14 0
64 1 48 14 0
64 1 64 14 0
64 1 67 14 0
62 1 6 0 0
62 1 12 0 0
62 1 18 0 0
62 1 20 14 0
62 1 24 0 0
62 1 26 0 0
62 1 40 14 0
62 1 44 14 0
62 1 68 14 0
62 1 69 14 0
62 1 72 14 0
62 1 83 14 0
61 1 4 0 0
61 1 22 14 0
61 1 38 14 0
60 1 0 0 0
60 1 10 0 0
60 1 16 0 0
60 1 34 14 0
60 1 48 14 3
60 1 52 14 3
60 1 59 3 3
60 1 70 14 0
60 1 75 14 0
60 1 76 14 0
60 3 92 14 0
59 1 3 0 0
59 1 8 0 0
59 1 18 0 0
59 2 28 0 0
59 1 32 14 0
59 1 37 14 0
59 1 46 14 0
59 1 50 14 3
59 1 60 14 3
59 1 69 14 0
59 1 72 14 0
59 1 77 14 0
59 1 91 14 0
58 1 55 3 3
58 1 78 14 0
58 1 85 14 0
57 1 14 0 0
57 1 20 14 0
57 1 22 14 0
57 1 24 0 0
57 1 26 0 0
57 1 27 0 0
57 1 36 14 0
57 1 40 14 0
57 1 42 14 0
57 1 56 3 3
57 1 59 3 3
57 1 64 14 0
57 1 80 14 0
57 1 86 14 0
57 1 90 14 0
56 1 13 0 0
56 1 87 14 0
55 1 12 0 0
55 1 22 14 0
55 1 32 14 0
55 1 34 14 0
55 1 38 14 0
55 1 42 14 0
55 1 44 14 0
55 1 45 14 0
55 1 46 14 0
55 1 48 14 3
55 1 50 14 3
55 1 52 14 3
55 1 55 3 3
55 1 60 14 3
55 1 67 14 4
55 1 78 14 0
55 1 82 14 0
55 1 83 14 0
55 1 84 14 0
55 1 88 14 0
55 3 92 14 0
54 1 26 0 0
54 1 27 0 0
53 1 16 0 0
53 1 20 14 0
53 1 24 0 0
53 2 28 0 0
53 1 32 14 0
53 1 36 14 0
53 1 37 14 0
53 1 40 14 0
53 1 44 14 0
53 1 60 14 3
53 1 68 14 4
53 1 69 14 4
53 1 72 14 4
53 1 80 14 0
53 1 82 14 0
53 1 86 14 0
53 1 87 14 0
53 1 90 14 0
53 1 91 14 0
52 1 18 0 0
52 1 34 14 0
52 1 38 14 0
52 1 48 14 3
52 1 70 14 4
52 1 75 14 4
52 1 84 14 0
52 1 85 14 0
52 1 88 14 0
52 3 92 14 0
50 1 16 0 0
50 1 27 0 0
50 2 28 0 0
50 1 32 14 0
50 1 36 14 0
50 1 37 14 0
50 1 40 14 0
50 1 46 14 0
50 1 50 14 3
50 1 56 3 3
50 1 59 3 3
50 1 60 14 3
50 1 76 14 0
50 1 77 14 0
50 1 80 14 0
50 1 86 14 0
49 1 42 14 0
49 1 55 3 3
49 1 78 14 0
48 1 45 14 0
48 1 52 14 0
48 1 84 14 0
48 1 85 14 0
48 1 87 14 0
48 3 92 14 0
47 1 44 14 0
47 1 82 14 0
47 1 83 14 0
43 1 88 14 0
43 1 90 14 0
43 1 91 14 0
41 1 87 14 0
