1
2
96
10 0
56 57 52 61 70 109 56 56 56 56 56 56 56 56 56 56 
1
24 0
11.600000000000005 11.600000000000005
82 11 0 12 0 127 0
80 1 12 12 0 127 0
80 1 16 12 0 127 0
80 1 20 12 0 127 0
78 1 14 12 0 127 0
78 1 18 12 0 127 0
78 1 22 12 0 127 0
77 2 24 12 0 127 0
77 5 45 12 0 127 0
76 2 42 12 0 127 0
75 2 27 12 0 127 0
75 2 39 12 0 127 0
74 2 30 12 0 127 0
74 2 51 12 0 127 0
73 5 33 12 0 127 0
71 2 30 15 0 127 2
70 2 24 15 0 127 2
70 5 33 15 0 127 2
70 2 39 15 0 127 2
70 2 42 15 0 127 2
70 5 45 15 0 127 2
70 2 54 12 0 127 0
70 12 72 12 0 127 0
69 1 14 15 0 127 2
69 1 18 15 0 127 2
69 1 22 15 0 127 2
69 2 27 15 0 127 2
68 11 0 15 0 127 2
68 2 51 15 0 127 2
68 5 57 12 0 127 0
67 5 33 15 0 127 2
67 2 39 15 0 127 2
67 2 42 15 0 127 2
66 1 12 15 0 127 2
66 1 16 15 0 127 2
66 1 20 15 0 127 2
66 2 63 12 0 127 0
65 2 27 15 0 127 2
65 2 30 15 0 127 2
65 5 45 15 0 127 2
65 2 51 15 0 127 2
65 2 54 15 0 127 2
65 5 66 12 0 127 0
64 2 42 15 0 127 2
63 1 12 15 0 127 2
63 1 14 15 0 127 2
63 1 16 15 0 127 2
63 1 18 15 0 127 2
63 1 20 15 0 127 2
63 1 22 15 0 127 2
63 5 33 15 0 127 2
63 2 39 15 0 127 2
63 5 57 15 0 127 2
63 2 63 15 0 127 2
63 5 66 15 0 127 2
62 11 0 15 0 127 2
62 2 24 15 0 127 2
62 2 30 15 0 127 2
62 5 45 15 0 127 2
62 2 54 15 0 127 2
62 12 72 15 0 127 2
60 2 27 15 0 127 2
60 5 57 15 0 127 2
60 2 63 15 0 127 2
58 11 0 15 0 127 2
58 1 12 15 0 127 2
58 1 14 15 0 127 2
58 1 16 15 0 127 2
58 1 18 15 0 127 2
58 1 20 15 0 127 2
58 1 22 15 0 127 2
58 2 24 15 0 127 2
58 2 51 15 0 127 2
58 2 54 15 0 127 2
58 12 72 15 0 127 2
57 5 57 15 0 127 2
57 2 63 15 0 127 2
57 5 66 15 0 127 2
56 12 72 15 0 127 2
53 5 66 15 0 127 2
53 12 72 15 0 127 2
